date|cpc|User_Base
2023-02-01|46229|31
2023-02-01|46231|334
2023-02-02|893|12535
2023-02-02|25609|40
2023-02-02|25814|176
2023-02-02|25828|18
2023-02-02|25857|57
2023-02-02|28428|848
2023-02-02|29158|488
2023-02-02|30088|127
2023-02-02|30710|358
2023-02-02|31036|25
2023-02-02|31192|12
2023-02-02|31581|338
2023-02-02|31690|128
2023-02-02|32680|113
2023-02-02|34394|5
2023-02-02|34409|2749
2023-02-02|34828|2795
2023-02-02|35008|60
2023-02-02|35014|55
2023-02-02|35020|52
2023-02-02|35357|52
2023-02-02|35887|5179
2023-02-02|36211|996
2023-02-02|36268|108
2023-02-02|36394|236
2023-02-02|36649|5
2023-02-02|36827|8594
2023-02-02|37448|2640
2023-02-02|37841|54
2023-02-02|37947|66
2023-02-02|38903|1201
2023-02-02|38904|52
2023-02-02|38941|1491
2023-02-02|38967|197
2023-02-02|39301|15
2023-02-02|39480|1
2023-02-02|39561|1
2023-02-02|39581|26
2023-02-02|39621|9911
2023-02-02|39681|654
2023-02-02|39721|383
2023-02-02|39923|487
2023-02-02|40101|1
2023-02-02|40221|152
2023-02-02|40341|5
2023-02-02|40545|15
2023-02-02|40562|35
2023-02-02|40651|48
2023-02-02|40675|637
2023-02-02|40771|23
2023-02-02|40953|4377
2023-02-02|40962|623
2023-02-02|41029|6832
2023-02-02|41034|40
2023-02-02|41051|14
2023-02-02|41129|1481
2023-02-02|41149|298
2023-02-02|41177|13883
2023-02-02|41181|21396
2023-02-02|41235|587
2023-02-02|41247|55
2023-02-02|41329|21283
2023-02-02|41529|56
2023-02-02|41589|32
2023-02-02|41633|27
2023-02-02|41636|87
2023-02-02|41638|14
2023-02-02|41644|170
2023-02-02|41650|146
2023-02-02|41652|74
2023-02-02|41675|4
2023-02-02|41794|27
2023-02-02|41798|35
2023-02-02|41802|15
2023-02-02|41804|24
2023-02-02|41809|31
2023-02-02|41909|2992
2023-02-02|41949|39407
2023-02-02|42049|7194
2023-02-02|42069|26
2023-02-02|42071|9526
2023-02-02|42073|19
2023-02-02|42076|1321
2023-02-02|42078|8
2023-02-02|42339|2767
2023-02-02|42341|6
2023-02-02|42389|2
2023-02-02|42489|5
2023-02-02|42609|16
2023-02-02|42689|7208
2023-02-02|42709|48
2023-02-02|42911|2698
2023-02-02|43091|11
2023-02-02|43093|13
2023-02-02|43269|9
2023-02-02|43349|68
2023-02-02|43551|9920
2023-02-02|43553|592
2023-02-02|43571|59
2023-02-02|43575|8
2023-02-02|43609|19245
2023-02-02|43611|40
2023-02-02|43613|8008
2023-02-02|43615|17
2023-02-02|43617|17831
2023-02-02|43619|18
2023-02-02|43869|157
2023-02-02|44009|4407
2023-02-02|44051|370
2023-02-02|44169|24
2023-02-02|44409|13252
2023-02-02|44509|403
2023-02-02|44549|1
2023-02-02|44613|4134
2023-02-02|44618|7717
2023-02-02|44620|484
2023-02-02|44629|6291
2023-02-02|44649|4830
2023-02-02|44889|9
2023-02-02|44950|91
2023-02-02|45169|7910
2023-02-02|45300|3035
2023-02-02|45309|47
2023-02-02|45329|1735
2023-02-02|45333|2839
2023-02-02|45335|14677
2023-02-02|45337|2534
2023-02-02|45339|2809
2023-02-02|45341|21
2023-02-02|45343|7620
2023-02-02|45345|767
2023-02-02|45347|14712
2023-02-02|45349|6135
2023-02-02|45351|9014
2023-02-02|45353|56
2023-02-02|45355|258
2023-02-02|45357|3
2023-02-02|45359|44
2023-02-02|45371|46
2023-02-02|45433|13
2023-02-02|45489|1587
2023-02-02|45589|16574
2023-02-02|45629|4443
2023-02-02|45631|3193
2023-02-02|45633|27
2023-02-02|45635|3
2023-02-02|45637|336
2023-02-02|45639|19
2023-02-02|45649|2
2023-02-02|45749|20
2023-02-02|45789|5
2023-02-02|45809|28
2023-02-02|45829|1310
2023-02-02|45849|2969
2023-02-02|45889|1194
2023-02-02|46071|2825
2023-02-02|46109|5136
2023-02-02|46189|18
2023-02-02|46191|4
2023-02-02|46229|31
2023-02-02|46231|323
2023-02-03|893|12532
2023-02-03|25609|40
2023-02-03|25814|176
2023-02-03|25828|18
2023-02-03|25857|57
2023-02-03|28428|845
2023-02-03|29158|487
2023-02-03|30088|126
2023-02-03|30710|358
2023-02-03|31036|25
2023-02-03|31192|12
2023-02-03|31581|337
2023-02-03|31690|128
2023-02-03|32680|113
2023-02-03|34394|5
2023-02-03|34409|2743
2023-02-03|34828|2793
2023-02-03|35008|60
2023-02-03|35014|55
2023-02-03|35020|52
2023-02-03|35357|52
2023-02-03|35887|5163
2023-02-03|36211|995
2023-02-03|36268|108
2023-02-03|36394|235
2023-02-03|36649|5
2023-02-03|36827|8563
2023-02-03|37448|2638
2023-02-03|37841|54
2023-02-03|37947|66
2023-02-03|38903|1200
2023-02-03|38904|52
2023-02-03|38941|1482
2023-02-03|38967|197
2023-02-03|39301|15
2023-02-03|39480|1
2023-02-03|39561|1
2023-02-03|39581|26
2023-02-03|39621|9915
2023-02-03|39681|651
2023-02-03|39721|383
2023-02-03|39923|487
2023-02-03|40101|1
2023-02-03|40221|152
2023-02-03|40341|5
2023-02-03|40545|15
2023-02-03|40562|35
2023-02-03|40651|48
2023-02-03|40675|636
2023-02-03|40771|23
2023-02-03|40953|4367
2023-02-03|40962|621
2023-02-03|41029|6793
2023-02-03|41034|40
2023-02-03|41051|14
2023-02-03|41129|1474
2023-02-03|41149|297
2023-02-03|41177|13875
2023-02-03|41181|21329
2023-02-03|41235|587
2023-02-03|41247|55
2023-02-03|41329|21253
2023-02-03|41529|56
2023-02-03|41589|32
2023-02-03|41633|27
2023-02-03|41636|87
2023-02-03|41638|14
2023-02-03|41644|170
2023-02-03|41650|146
2023-02-03|41652|73
2023-02-03|41675|4
2023-02-03|41794|27
2023-02-03|41798|35
2023-02-03|41802|15
2023-02-03|41804|24
2023-02-03|41809|31
2023-02-03|41909|2990
2023-02-03|41949|39395
2023-02-03|42049|7208
2023-02-03|42069|26
2023-02-03|42071|9525
2023-02-03|42073|20
2023-02-03|42076|1320
2023-02-03|42078|8
2023-02-03|42339|2762
2023-02-03|42341|6
2023-02-03|42389|2
2023-02-03|42489|5
2023-02-03|42609|16
2023-02-03|42689|7193
2023-02-03|42709|48
2023-02-03|42911|2695
2023-02-03|43091|11
2023-02-03|43093|13
2023-02-03|43269|9
2023-02-03|43349|68
2023-02-03|43551|9924
2023-02-03|43553|572
2023-02-03|43571|58
2023-02-03|43575|8
2023-02-03|43609|19178
2023-02-03|43611|40
2023-02-03|43613|7974
2023-02-03|43615|17
2023-02-03|43617|17806
2023-02-03|43619|18
2023-02-03|43869|157
2023-02-03|44009|4399
2023-02-03|44051|369
2023-02-03|44169|24
2023-02-03|44409|13207
2023-02-03|44509|403
2023-02-03|44549|1
2023-02-03|44613|4136
2023-02-03|44618|7743
2023-02-03|44620|445
2023-02-03|44629|6290
2023-02-03|44649|4820
2023-02-03|44889|9
2023-02-03|44950|91
2023-02-03|45169|7896
2023-02-03|45300|3048
2023-02-03|45309|46
2023-02-03|45329|1733
2023-02-03|45333|2832
2023-02-03|45335|14645
2023-02-03|45337|2530
2023-02-03|45339|2805
2023-02-03|45341|21
2023-02-03|45343|7601
2023-02-03|45345|789
2023-02-03|45347|14685
2023-02-03|45349|6112
2023-02-03|45351|8989
2023-02-03|45353|56
2023-02-03|45355|257
2023-02-03|45357|3
2023-02-03|45359|44
2023-02-03|45371|46
2023-02-03|45433|13
2023-02-03|45489|1586
2023-02-03|45589|16483
2023-02-03|45629|4502
2023-02-03|45631|3215
2023-02-03|45633|27
2023-02-03|45635|3
2023-02-03|45637|336
2023-02-03|45639|18
2023-02-03|45649|2
2023-02-03|45749|20
2023-02-03|45789|9
2023-02-03|45809|28
2023-02-03|45829|1309
2023-02-03|45849|2960
2023-02-03|45889|1190
2023-02-03|46071|2779
2023-02-03|46109|5152
2023-02-03|46189|18
2023-02-03|46191|6
2023-02-03|46229|31
2023-02-03|46231|305
2023-02-04|893|12572
2023-02-04|25609|39
2023-02-04|25814|176
2023-02-04|25828|18
2023-02-04|25857|57
2023-02-04|28428|842
2023-02-04|29158|487
2023-02-04|30088|126
2023-02-04|30710|358
2023-02-04|31036|25
2023-02-04|31192|12
2023-02-04|31581|337
2023-02-04|31690|128
2023-02-04|32680|113
2023-02-04|34394|5
2023-02-04|34409|2742
2023-02-04|34828|2815
2023-02-04|35008|60
2023-02-04|35014|55
2023-02-04|35020|52
2023-02-04|35357|51
2023-02-04|35887|5157
2023-02-04|36211|998
2023-02-04|36268|108
2023-02-04|36394|234
2023-02-04|36649|5
2023-02-04|36827|8589
2023-02-04|37448|2637
2023-02-04|37841|54
2023-02-04|37947|66
2023-02-04|38903|1198
2023-02-04|38904|52
2023-02-04|38941|1478
2023-02-04|38967|197
2023-02-04|39301|15
2023-02-04|39480|1
2023-02-04|39561|1
2023-02-04|39581|26
2023-02-04|39621|9944
2023-02-04|39681|650
2023-02-04|39721|382
2023-02-04|39923|487
2023-02-04|40101|1
2023-02-04|40221|152
2023-02-04|40341|5
2023-02-04|40545|15
2023-02-04|40562|35
2023-02-04|40651|48
2023-02-04|40675|635
2023-02-04|40771|23
2023-02-04|40953|4361
2023-02-04|40962|620
2023-02-04|41029|6778
2023-02-04|41034|40
2023-02-04|41051|14
2023-02-04|41129|1471
2023-02-04|41149|296
2023-02-04|41177|13917
2023-02-04|41181|21327
2023-02-04|41235|586
2023-02-04|41247|55
2023-02-04|41329|21242
2023-02-04|41529|56
2023-02-04|41589|32
2023-02-04|41633|27
2023-02-04|41636|87
2023-02-04|41638|14
2023-02-04|41644|170
2023-02-04|41650|145
2023-02-04|41652|73
2023-02-04|41675|4
2023-02-04|41794|27
2023-02-04|41798|35
2023-02-04|41802|15
2023-02-04|41804|24
2023-02-04|41809|31
2023-02-04|41909|2988
2023-02-04|41949|39500
2023-02-04|42049|7237
2023-02-04|42069|26
2023-02-04|42071|9526
2023-02-04|42073|20
2023-02-04|42076|1316
2023-02-04|42078|8
2023-02-04|42339|2759
2023-02-04|42341|6
2023-02-04|42389|2
2023-02-04|42489|5
2023-02-04|42609|16
2023-02-04|42689|7196
2023-02-04|42709|48
2023-02-04|42911|2704
2023-02-04|43091|11
2023-02-04|43093|13
2023-02-04|43269|9
2023-02-04|43349|68
2023-02-04|43551|9977
2023-02-04|43553|501
2023-02-04|43571|58
2023-02-04|43575|8
2023-02-04|43609|19162
2023-02-04|43611|40
2023-02-04|43613|7970
2023-02-04|43615|17
2023-02-04|43617|17843
2023-02-04|43619|18
2023-02-04|43869|157
2023-02-04|44009|4396
2023-02-04|44051|369
2023-02-04|44169|24
2023-02-04|44409|13245
2023-02-04|44509|402
2023-02-04|44549|1
2023-02-04|44613|4134
2023-02-04|44618|7772
2023-02-04|44620|424
2023-02-04|44629|6317
2023-02-04|44649|4818
2023-02-04|44889|9
2023-02-04|44950|90
2023-02-04|45169|7912
2023-02-04|45300|3066
2023-02-04|45309|46
2023-02-04|45329|1730
2023-02-04|45333|2831
2023-02-04|45335|14638
2023-02-04|45337|2526
2023-02-04|45339|2805
2023-02-04|45341|21
2023-02-04|45343|7619
2023-02-04|45345|812
2023-02-04|45347|14713
2023-02-04|45349|6093
2023-02-04|45351|9004
2023-02-04|45353|56
2023-02-04|45355|257
2023-02-04|45357|3
2023-02-04|45359|44
2023-02-04|45371|45
2023-02-04|45433|13
2023-02-04|45489|1583
2023-02-04|45589|16445
2023-02-04|45629|4554
2023-02-04|45631|3263
2023-02-04|45633|28
2023-02-04|45635|3
2023-02-04|45637|336
2023-02-04|45639|17
2023-02-04|45649|2
2023-02-04|45749|20
2023-02-04|45789|41
2023-02-04|45809|28
2023-02-04|45829|1308
2023-02-04|45849|2959
2023-02-04|45889|1186
2023-02-04|46071|2748
2023-02-04|46109|5182
2023-02-04|46189|18
2023-02-04|46191|16
2023-02-04|46229|31
2023-02-04|46231|293
2023-02-05|893|12616
2023-02-05|25609|39
2023-02-05|25814|176
2023-02-05|25828|18
2023-02-05|25857|57
2023-02-05|28428|842
2023-02-05|29158|486
2023-02-05|30088|126
2023-02-05|30710|358
2023-02-05|31036|25
2023-02-05|31192|12
2023-02-05|31581|336
2023-02-05|31690|127
2023-02-05|32680|113
2023-02-05|34394|5
2023-02-05|34409|2742
2023-02-05|34828|2824
2023-02-05|35008|60
2023-02-05|35014|55
2023-02-05|35020|52
2023-02-05|35357|51
2023-02-05|35887|5173
2023-02-05|36211|995
2023-02-05|36268|108
2023-02-05|36394|234
2023-02-05|36649|5
2023-02-05|36827|8603
2023-02-05|37448|2636
2023-02-05|37841|54
2023-02-05|37947|66
2023-02-05|38903|1198
2023-02-05|38904|52
2023-02-05|38941|1473
2023-02-05|38967|197
2023-02-05|39301|15
2023-02-05|39480|1
2023-02-05|39561|1
2023-02-05|39581|26
2023-02-05|39621|9972
2023-02-05|39681|649
2023-02-05|39721|382
2023-02-05|39923|486
2023-02-05|40101|1
2023-02-05|40221|152
2023-02-05|40341|5
2023-02-05|40545|15
2023-02-05|40562|35
2023-02-05|40651|48
2023-02-05|40675|633
2023-02-05|40771|23
2023-02-05|40953|4360
2023-02-05|40962|620
2023-02-05|41029|6763
2023-02-05|41034|40
2023-02-05|41051|14
2023-02-05|41129|1471
2023-02-05|41149|296
2023-02-05|41177|13966
2023-02-05|41181|21374
2023-02-05|41235|586
2023-02-05|41247|55
2023-02-05|41329|21276
2023-02-05|41529|56
2023-02-05|41589|32
2023-02-05|41633|27
2023-02-05|41636|87
2023-02-05|41638|14
2023-02-05|41644|170
2023-02-05|41650|145
2023-02-05|41652|73
2023-02-05|41675|4
2023-02-05|41794|27
2023-02-05|41798|35
2023-02-05|41802|15
2023-02-05|41804|24
2023-02-05|41809|31
2023-02-05|41909|2994
2023-02-05|41949|39692
2023-02-05|42049|7269
2023-02-05|42069|26
2023-02-05|42071|9545
2023-02-05|42073|20
2023-02-05|42076|1316
2023-02-05|42078|8
2023-02-05|42339|2755
2023-02-05|42341|6
2023-02-05|42389|2
2023-02-05|42489|5
2023-02-05|42609|16
2023-02-05|42689|7225
2023-02-05|42709|48
2023-02-05|42911|2713
2023-02-05|43091|11
2023-02-05|43093|13
2023-02-05|43269|9
2023-02-05|43349|68
2023-02-05|43551|10041
2023-02-05|43553|444
2023-02-05|43571|58
2023-02-05|43575|8
2023-02-05|43609|19158
2023-02-05|43611|40
2023-02-05|43613|7965
2023-02-05|43615|17
2023-02-05|43617|17881
2023-02-05|43619|18
2023-02-05|43869|157
2023-02-05|44009|4409
2023-02-05|44051|369
2023-02-05|44169|24
2023-02-05|44409|13258
2023-02-05|44509|402
2023-02-05|44549|1
2023-02-05|44613|4136
2023-02-05|44618|7817
2023-02-05|44620|395
2023-02-05|44629|6335
2023-02-05|44649|4815
2023-02-05|44889|9
2023-02-05|44950|90
2023-02-05|45169|7931
2023-02-05|45300|3102
2023-02-05|45309|46
2023-02-05|45329|1730
2023-02-05|45333|2829
2023-02-05|45335|14646
2023-02-05|45337|2526
2023-02-05|45339|2802
2023-02-05|45341|21
2023-02-05|45343|7651
2023-02-05|45345|857
2023-02-05|45347|14760
2023-02-05|45349|6079
2023-02-05|45351|9011
2023-02-05|45353|56
2023-02-05|45355|256
2023-02-05|45357|3
2023-02-05|45359|44
2023-02-05|45371|45
2023-02-05|45433|13
2023-02-05|45489|1583
2023-02-05|45589|16416
2023-02-05|45629|4636
2023-02-05|45631|3276
2023-02-05|45633|28
2023-02-05|45635|3
2023-02-05|45637|336
2023-02-05|45639|18
2023-02-05|45649|2
2023-02-05|45749|20
2023-02-05|45789|95
2023-02-05|45809|28
2023-02-05|45829|1308
2023-02-05|45849|2962
2023-02-05|45889|1185
2023-02-05|46071|2710
2023-02-05|46109|5221
2023-02-05|46189|18
2023-02-05|46191|29
2023-02-05|46229|31
2023-02-05|46231|288
2023-02-06|893|12614
2023-02-06|25609|39
2023-02-06|25814|176
2023-02-06|25828|18
2023-02-06|25857|57
2023-02-06|28428|841
2023-02-06|29158|486
2023-02-06|30088|126
2023-02-06|30710|358
2023-02-06|31036|25
2023-02-06|31192|12
2023-02-06|31581|335
2023-02-06|31690|127
2023-02-06|32680|113
2023-02-06|34394|5
2023-02-06|34409|2740
2023-02-06|34828|2819
2023-02-06|35008|60
2023-02-06|35014|55
2023-02-06|35020|52
2023-02-06|35357|51
2023-02-06|35887|5163
2023-02-06|36211|992
2023-02-06|36268|108
2023-02-06|36394|233
2023-02-06|36649|5
2023-02-06|36827|8572
2023-02-06|37448|2629
2023-02-06|37841|54
2023-02-06|37947|66
2023-02-06|38903|1198
2023-02-06|38904|52
2023-02-06|38941|1464
2023-02-06|38967|196
2023-02-06|39301|15
2023-02-06|39480|1
2023-02-06|39561|1
2023-02-06|39581|26
2023-02-06|39621|9935
2023-02-06|39681|647
2023-02-06|39721|382
2023-02-06|39923|485
2023-02-06|40101|1
2023-02-06|40221|152
2023-02-06|40341|5
2023-02-06|40545|15
2023-02-06|40562|35
2023-02-06|40651|48
2023-02-06|40675|633
2023-02-06|40771|23
2023-02-06|40953|4355
2023-02-06|40962|620
2023-02-06|41029|6740
2023-02-06|41034|40
2023-02-06|41051|14
2023-02-06|41129|1462
2023-02-06|41149|295
2023-02-06|41177|13944
2023-02-06|41181|21319
2023-02-06|41235|586
2023-02-06|41247|55
2023-02-06|41329|21214
2023-02-06|41529|56
2023-02-06|41589|32
2023-02-06|41633|27
2023-02-06|41636|86
2023-02-06|41638|14
2023-02-06|41644|170
2023-02-06|41650|144
2023-02-06|41652|73
2023-02-06|41675|4
2023-02-06|41794|27
2023-02-06|41798|36
2023-02-06|41802|15
2023-02-06|41804|24
2023-02-06|41809|31
2023-02-06|41909|2983
2023-02-06|41949|39713
2023-02-06|42049|7264
2023-02-06|42069|26
2023-02-06|42071|9527
2023-02-06|42073|20
2023-02-06|42076|1314
2023-02-06|42078|8
2023-02-06|42339|2752
2023-02-06|42341|6
2023-02-06|42389|2
2023-02-06|42489|5
2023-02-06|42609|16
2023-02-06|42689|7208
2023-02-06|42709|48
2023-02-06|42911|2701
2023-02-06|43091|11
2023-02-06|43093|13
2023-02-06|43269|9
2023-02-06|43349|68
2023-02-06|43551|10052
2023-02-06|43553|403
2023-02-06|43571|58
2023-02-06|43575|8
2023-02-06|43609|19096
2023-02-06|43611|40
2023-02-06|43613|7938
2023-02-06|43615|17
2023-02-06|43617|17832
2023-02-06|43619|18
2023-02-06|43869|157
2023-02-06|44009|4394
2023-02-06|44051|368
2023-02-06|44169|24
2023-02-06|44409|13236
2023-02-06|44509|402
2023-02-06|44549|1
2023-02-06|44613|4127
2023-02-06|44618|7805
2023-02-06|44620|383
2023-02-06|44629|6330
2023-02-06|44649|4795
2023-02-06|44889|9
2023-02-06|44950|90
2023-02-06|45169|7922
2023-02-06|45300|3121
2023-02-06|45309|46
2023-02-06|45329|1730
2023-02-06|45333|2823
2023-02-06|45335|14640
2023-02-06|45337|2523
2023-02-06|45339|2796
2023-02-06|45341|21
2023-02-06|45343|7644
2023-02-06|45345|876
2023-02-06|45347|14732
2023-02-06|45349|6039
2023-02-06|45351|8999
2023-02-06|45353|56
2023-02-06|45355|256
2023-02-06|45357|3
2023-02-06|45359|44
2023-02-06|45371|46
2023-02-06|45433|13
2023-02-06|45489|1574
2023-02-06|45589|16338
2023-02-06|45629|4708
2023-02-06|45631|3284
2023-02-06|45633|28
2023-02-06|45635|3
2023-02-06|45637|335
2023-02-06|45639|20
2023-02-06|45649|2
2023-02-06|45749|20
2023-02-06|45789|131
2023-02-06|45809|29
2023-02-06|45829|1301
2023-02-06|45849|2942
2023-02-06|45889|1179
2023-02-06|46071|2664
2023-02-06|46109|5226
2023-02-06|46189|19
2023-02-06|46191|37
2023-02-06|46229|31
2023-02-06|46231|291
2023-02-07|893|12610
2023-02-07|25609|39
2023-02-07|25814|176
2023-02-07|25828|18
2023-02-07|25857|57
2023-02-07|28428|841
2023-02-07|29158|486
2023-02-07|30088|126
2023-02-07|30710|358
2023-02-07|31036|24
2023-02-07|31192|12
2023-02-07|31581|335
2023-02-07|31690|125
2023-02-07|32680|113
2023-02-07|34394|5
2023-02-07|34409|2733
2023-02-07|34828|2821
2023-02-07|35008|60
2023-02-07|35014|55
2023-02-07|35020|52
2023-02-07|35357|51
2023-02-07|35887|5160
2023-02-07|36211|989
2023-02-07|36268|108
2023-02-07|36394|232
2023-02-07|36649|5
2023-02-07|36827|8538
2023-02-07|37448|2624
2023-02-07|37841|54
2023-02-07|37947|66
2023-02-07|38903|1194
2023-02-07|38904|52
2023-02-07|38941|1458
2023-02-07|38967|196
2023-02-07|39301|15
2023-02-07|39480|1
2023-02-07|39561|1
2023-02-07|39581|26
2023-02-07|39621|9931
2023-02-07|39681|644
2023-02-07|39721|381
2023-02-07|39923|481
2023-02-07|40101|1
2023-02-07|40221|152
2023-02-07|40341|5
2023-02-07|40545|15
2023-02-07|40562|35
2023-02-07|40651|47
2023-02-07|40675|631
2023-02-07|40771|23
2023-02-07|40953|4350
2023-02-07|40962|620
2023-02-07|41029|6708
2023-02-07|41034|40
2023-02-07|41051|14
2023-02-07|41129|1459
2023-02-07|41149|295
2023-02-07|41177|13902
2023-02-07|41181|21269
2023-02-07|41235|583
2023-02-07|41247|54
2023-02-07|41329|21176
2023-02-07|41529|56
2023-02-07|41589|32
2023-02-07|41633|27
2023-02-07|41636|86
2023-02-07|41638|14
2023-02-07|41644|170
2023-02-07|41650|144
2023-02-07|41652|73
2023-02-07|41675|4
2023-02-07|41794|27
2023-02-07|41798|36
2023-02-07|41802|15
2023-02-07|41804|24
2023-02-07|41809|31
2023-02-07|41909|2978
2023-02-07|41949|39737
2023-02-07|42049|7266
2023-02-07|42069|26
2023-02-07|42071|9522
2023-02-07|42073|20
2023-02-07|42076|1309
2023-02-07|42078|8
2023-02-07|42339|2750
2023-02-07|42341|6
2023-02-07|42389|2
2023-02-07|42489|5
2023-02-07|42609|16
2023-02-07|42689|7184
2023-02-07|42709|48
2023-02-07|42911|2697
2023-02-07|43091|11
2023-02-07|43093|13
2023-02-07|43269|9
2023-02-07|43349|68
2023-02-07|43551|10041
2023-02-07|43553|392
2023-02-07|43571|58
2023-02-07|43575|8
2023-02-07|43609|19015
2023-02-07|43611|40
2023-02-07|43613|7918
2023-02-07|43615|17
2023-02-07|43617|17781
2023-02-07|43619|18
2023-02-07|43869|157
2023-02-07|44009|4382
2023-02-07|44051|367
2023-02-07|44169|24
2023-02-07|44409|13190
2023-02-07|44509|402
2023-02-07|44549|1
2023-02-07|44613|4117
2023-02-07|44618|7777
2023-02-07|44620|381
2023-02-07|44629|6318
2023-02-07|44649|4780
2023-02-07|44889|9
2023-02-07|44950|90
2023-02-07|45169|7908
2023-02-07|45300|3131
2023-02-07|45309|46
2023-02-07|45329|1727
2023-02-07|45333|2819
2023-02-07|45335|14610
2023-02-07|45337|2521
2023-02-07|45339|2788
2023-02-07|45341|21
2023-02-07|45343|7659
2023-02-07|45345|876
2023-02-07|45347|14687
2023-02-07|45349|6040
2023-02-07|45351|8992
2023-02-07|45353|55
2023-02-07|45355|255
2023-02-07|45357|3
2023-02-07|45359|44
2023-02-07|45371|46
2023-02-07|45433|13
2023-02-07|45489|1571
2023-02-07|45589|16258
2023-02-07|45629|4798
2023-02-07|45631|3264
2023-02-07|45633|28
2023-02-07|45635|4
2023-02-07|45637|335
2023-02-07|45639|20
2023-02-07|45649|2
2023-02-07|45749|20
2023-02-07|45789|158
2023-02-07|45809|28
2023-02-07|45829|1299
2023-02-07|45849|2933
2023-02-07|45889|1169
2023-02-07|46071|2623
2023-02-07|46109|5239
2023-02-07|46189|20
2023-02-07|46191|52
2023-02-07|46229|31
2023-02-07|46231|290
2023-02-08|893|12651
2023-02-08|25609|39
2023-02-08|25814|176
2023-02-08|25828|18
2023-02-08|25857|57
2023-02-08|28428|839
2023-02-08|29158|485
2023-02-08|30088|126
2023-02-08|30710|357
2023-02-08|31036|24
2023-02-08|31192|12
2023-02-08|31581|332
2023-02-08|31690|124
2023-02-08|32680|113
2023-02-08|34394|5
2023-02-08|34409|2730
2023-02-08|34828|2849
2023-02-08|35008|60
2023-02-08|35014|55
2023-02-08|35020|52
2023-02-08|35357|51
2023-02-08|35887|5191
2023-02-08|36211|986
2023-02-08|36268|108
2023-02-08|36394|232
2023-02-08|36649|5
2023-02-08|36827|8523
2023-02-08|37448|2620
2023-02-08|37841|54
2023-02-08|37947|66
2023-02-08|38903|1191
2023-02-08|38904|52
2023-02-08|38941|1454
2023-02-08|38967|196
2023-02-08|39301|15
2023-02-08|39480|1
2023-02-08|39561|1
2023-02-08|39581|26
2023-02-08|39621|9958
2023-02-08|39681|644
2023-02-08|39721|379
2023-02-08|39923|480
2023-02-08|40101|1
2023-02-08|40221|152
2023-02-08|40341|5
2023-02-08|40545|15
2023-02-08|40562|35
2023-02-08|40651|47
2023-02-08|40675|629
2023-02-08|40771|23
2023-02-08|40953|4339
2023-02-08|40962|619
2023-02-08|41029|6706
2023-02-08|41034|40
2023-02-08|41051|14
2023-02-08|41129|1454
2023-02-08|41149|295
2023-02-08|41177|13879
2023-02-08|41181|21221
2023-02-08|41235|583
2023-02-08|41247|54
2023-02-08|41329|21102
2023-02-08|41529|56
2023-02-08|41589|32
2023-02-08|41633|27
2023-02-08|41636|86
2023-02-08|41638|14
2023-02-08|41644|170
2023-02-08|41650|144
2023-02-08|41652|73
2023-02-08|41675|4
2023-02-08|41794|27
2023-02-08|41798|36
2023-02-08|41802|15
2023-02-08|41804|24
2023-02-08|41809|31
2023-02-08|41909|2974
2023-02-08|41949|39750
2023-02-08|42049|7262
2023-02-08|42069|26
2023-02-08|42071|9512
2023-02-08|42073|20
2023-02-08|42076|1307
2023-02-08|42078|8
2023-02-08|42339|2744
2023-02-08|42341|6
2023-02-08|42389|2
2023-02-08|42489|5
2023-02-08|42609|16
2023-02-08|42689|7172
2023-02-08|42709|48
2023-02-08|42911|2690
2023-02-08|43091|11
2023-02-08|43093|13
2023-02-08|43269|9
2023-02-08|43349|68
2023-02-08|43551|10016
2023-02-08|43553|411
2023-02-08|43571|57
2023-02-08|43575|8
2023-02-08|43609|18940
2023-02-08|43611|39
2023-02-08|43613|7901
2023-02-08|43615|17
2023-02-08|43617|17754
2023-02-08|43619|18
2023-02-08|43869|156
2023-02-08|44009|4369
2023-02-08|44051|365
2023-02-08|44169|24
2023-02-08|44409|13200
2023-02-08|44509|402
2023-02-08|44549|1
2023-02-08|44613|4107
2023-02-08|44618|7774
2023-02-08|44620|381
2023-02-08|44629|6293
2023-02-08|44649|4769
2023-02-08|44889|9
2023-02-08|44950|90
2023-02-08|45169|7912
2023-02-08|45300|3141
2023-02-08|45309|46
2023-02-08|45329|1725
2023-02-08|45333|2818
2023-02-08|45335|14627
2023-02-08|45337|2517
2023-02-08|45339|2783
2023-02-08|45341|21
2023-02-08|45343|7667
2023-02-08|45345|885
2023-02-08|45347|14667
2023-02-08|45349|6014
2023-02-08|45351|9020
2023-02-08|45353|55
2023-02-08|45355|254
2023-02-08|45357|3
2023-02-08|45359|44
2023-02-08|45371|46
2023-02-08|45433|13
2023-02-08|45489|1570
2023-02-08|45589|16178
2023-02-08|45629|4895
2023-02-08|45631|3206
2023-02-08|45633|28
2023-02-08|45635|4
2023-02-08|45637|335
2023-02-08|45639|21
2023-02-08|45649|2
2023-02-08|45749|20
2023-02-08|45789|178
2023-02-08|45809|28
2023-02-08|45829|1294
2023-02-08|45849|2922
2023-02-08|45889|1164
2023-02-08|46071|2584
2023-02-08|46109|5243
2023-02-08|46189|20
2023-02-08|46191|64
2023-02-08|46229|31
2023-02-08|46231|282
2023-02-09|893|12646
2023-02-09|25609|39
2023-02-09|25814|176
2023-02-09|25828|18
2023-02-09|25857|57
2023-02-09|28428|836
